iter	Logloss
333	0.3617891739
334	0.3616787505
335	0.361469971
336	0.3613498239
337	0.3612106163
338	0.3611603662
339	0.3610503178
340	0.3609675747
341	0.3608417488
342	0.3606626233
343	0.3604923574
344	0.3604205346
345	0.3601762851
346	0.3600643678
347	0.3599911143
348	0.3599225382
349	0.3598333823
350	0.3597440824
351	0.3595568482
352	0.359459377
353	0.3593837779
354	0.3593111384
355	0.3591774149
356	0.3591145284
357	0.359036503
358	0.3589516246
359	0.358812299
360	0.358715812
361	0.3585712185
362	0.3584589124
363	0.3583561773
364	0.3582205715
365	0.3580955485
366	0.3579999599
367	0.3579122362
368	0.3577801647
369	0.3575818967
370	0.3573634366
371	0.3572552306
372	0.357123337
373	0.3570255563
374	0.3568951555
375	0.3567392022
376	0.3566227703
377	0.3565628882
378	0.3564323082
379	0.3564029521
380	0.3563633252
381	0.3561824861
382	0.3560337069
383	0.3559347401
384	0.3558063839
385	0.3556754462
386	0.3555044512
387	0.3554329526
388	0.3552612337
389	0.3551755406
390	0.3550852076
391	0.3549636586
392	0.3548266126
393	0.3547022045
394	0.3545442612
395	0.354456826
396	0.3542384872
397	0.3541804442
398	0.3540423217
399	0.3539328798
400	0.3537962559
401	0.3537110791
402	0.3535923411
403	0.3534910058
404	0.353365758
405	0.3532591847
406	0.3531411084
407	0.3530136716
408	0.3529433428
409	0.3528564617
410	0.3528153773
411	0.3526555307
412	0.352571548
413	0.3523824269
414	0.3522342634
415	0.3520558799
416	0.3519669961
417	0.3518350155
418	0.3516479934
419	0.3514563918
420	0.3513327343
421	0.3512206552
422	0.3510539965
423	0.3509526552
424	0.3507678511
425	0.350704963
426	0.3505611947
427	0.3504635446
428	0.3503620096
429	0.3502255487
430	0.3501289788
431	0.3500187063
432	0.3499430506
433	0.3498109769
434	0.3496811885
435	0.3496075033
436	0.3495179227
437	0.3494681252
438	0.3493550507
439	0.3492435595
440	0.3491150395
441	0.3489380932
442	0.3488235914
443	0.348729183
444	0.3485573617
445	0.3484514487
446	0.3483959334
447	0.3482834559
448	0.3481663792
449	0.3480732076
450	0.3479029729
451	0.347801783
452	0.347596895
453	0.347429693
454	0.3473067803
455	0.3472264692
456	0.3470491003
457	0.3469672291
458	0.3468700685
459	0.3467185794
460	0.3465320192
461	0.3463810215
462	0.3463026637
463	0.3461755025
464	0.3460261957
465	0.3457832075
466	0.3456517582
467	0.3455674709
468	0.3454796244
469	0.345280354
470	0.3450728154
471	0.3449701036
472	0.3448893604
473	0.344809769
474	0.3447117978
475	0.3445036393
476	0.3443856539
477	0.3442987365
478	0.3441366152
479	0.344050078
480	0.3439069657
481	0.3438109914
482	0.3437010548
483	0.3435323948
484	0.3434081844
485	0.3431474805
486	0.3430479152
487	0.3428351799
488	0.3426775182
489	0.3425543712
490	0.3423401403
491	0.3422511437
492	0.3421288565
493	0.3420182801
494	0.3418499729
495	0.3416926967
496	0.3415089462
497	0.3414175605
498	0.3412440056
499	0.3411624533
500	0.3411059003
501	0.3409238767
502	0.3407122806
503	0.3405594868
504	0.3404211642
505	0.3402995111
506	0.3402017904
507	0.3400016764
508	0.339868556
509	0.3398069913
510	0.3396529444
511	0.3395416224
512	0.3393848202
513	0.3392660949
514	0.3391743602
515	0.3390721821
516	0.3388792425
517	0.338790966
518	0.3386569153
519	0.3385652768
520	0.3384401047
521	0.3383183833
522	0.3382413273
523	0.3381531773
524	0.3380858066
525	0.3378787183
526	0.3378058654
527	0.3377279088
528	0.3376524142
529	0.3375307149
530	0.3374145046
531	0.3373273609
532	0.3372078535
533	0.3370729882
534	0.3368998166
535	0.3367746272
536	0.3366038486
537	0.3365457121
538	0.3364798338
539	0.3363849093
540	0.3361796872
541	0.3361058601
542	0.3360063868
543	0.3359076323
544	0.3357940186
545	0.3357462001
546	0.3356688316
547	0.3355281269
548	0.3353478167
549	0.335203628
550	0.3350413951
551	0.3349928569
552	0.3349345444
553	0.3348778785
554	0.3347122819
555	0.3345430816
556	0.3343850538
557	0.3343302177
558	0.3342620686
559	0.334136727
560	0.3339527765
561	0.3338748888
562	0.333696724
563	0.3335971264
564	0.3335432653
565	0.3334230309
566	0.333303642
567	0.3332324078
568	0.3331728589
569	0.3330556694
570	0.3329447979
571	0.3327631058
572	0.3326569682
573	0.3324917902
574	0.3322889883
575	0.3321457714
576	0.3320881302
577	0.3319551939
578	0.3317661262
579	0.3316682522
580	0.3315724444
581	0.3315089681
582	0.3313982347
583	0.3311940997
584	0.3311422016
585	0.3309872836
586	0.3308309546
587	0.3307230717
588	0.3306206794
589	0.3304856871
590	0.3303952053
591	0.330215703
592	0.3301066616
593	0.3299701854
594	0.3299023587
595	0.3297934016
596	0.3296841393
597	0.3296076569
598	0.3294213776
599	0.3293372841
600	0.3292157559
601	0.3291172602
602	0.3289954586
603	0.3288811872
604	0.328800072
605	0.3286928207
606	0.3285232125
607	0.3283813017
608	0.3283182319
609	0.3282455462
610	0.3281914611
611	0.3280573876
612	0.3279113734
613	0.3278364276
614	0.3277287597
615	0.327651555
616	0.3275740491
617	0.3275024335
618	0.3273623418
619	0.3272064535
620	0.3270572331
621	0.3269797055
622	0.3268907637
623	0.3267688427
624	0.3266191935
625	0.3265206125
626	0.3264200328
627	0.326298391
628	0.3261304956
629	0.3260807247
630	0.3259442623
631	0.3258543748
632	0.3256662426
633	0.3255191141
634	0.3254170323
635	0.3252933828
636	0.325134437
637	0.3250030283
638	0.3248769218
639	0.3247537258
640	0.3246865857
641	0.3246072858
642	0.3244515788
643	0.324337873
644	0.3242341682
645	0.3241329881
646	0.3239827758
647	0.323863503
648	0.3238142289
649	0.3237352706
650	0.3236365452
651	0.3235363696
652	0.3233408712
653	0.3231565464
654	0.3230781661
655	0.3229249568
656	0.3228274565
657	0.3227080691
658	0.3225456594
659	0.3224026676
660	0.3223444787
661	0.3222572065
662	0.3221975008
663	0.3220983496
664	0.3219914546
665	0.3219003644
666	0.3217557758
667	0.321659279
668	0.3215823556
669	0.3214483613
670	0.3213483998
671	0.3212261754
672	0.3211715785
673	0.3210233974
674	0.3209412423
675	0.3208349991
676	0.3206989856
677	0.3205453252
678	0.3203860418
679	0.3203282289
680	0.3202356035
681	0.3201431606
682	0.3200454205
683	0.3198767084
684	0.3197724949
685	0.3196676499
686	0.3195354611
687	0.3193647453
688	0.3192739911
689	0.3191719297
690	0.3190084723
691	0.318879642
692	0.3187183549
693	0.3186549657
694	0.3185266913
695	0.3183555625
696	0.318256329
697	0.3181316978
698	0.3179279976
699	0.3177835138
700	0.3177198354
701	0.31766627
702	0.317584752
703	0.3174991966
704	0.3174063863
705	0.3173449776
706	0.3172111884
707	0.3170557814
708	0.3169576974
709	0.3168734765
710	0.3167907897
711	0.3166956729
712	0.3165689114
713	0.3164721691
714	0.3163803163
715	0.316331241
716	0.3161737944
717	0.3161376337
718	0.3159883371
719	0.3158355191
720	0.3157285771
721	0.3156237394
722	0.3155328336
723	0.3154672688
724	0.3153095798
725	0.3152404043
726	0.315141149
727	0.3150187896
728	0.3148886188
729	0.3148446771
730	0.3147366853
731	0.3146322899
732	0.3145309802
733	0.31437702
734	0.3142729588
735	0.3141971203
736	0.3140910157
737	0.3140048814
738	0.3139108966
739	0.3137815063
740	0.3137036772
741	0.3135827755
742	0.3134940169
743	0.3133287532
744	0.3132312999
745	0.3131144118
746	0.3130080042
747	0.3129354372
748	0.3127993549
749	0.3127672998
750	0.3127187634
751	0.3126375785
752	0.3125739217
753	0.312487864
754	0.3123333276
755	0.312258316
756	0.3121689062
757	0.312019866
758	0.3119329443
759	0.3117870216
760	0.3116878795
761	0.3116130543
762	0.3114861383
763	0.3114009112
764	0.3113187091
765	0.3112316524
766	0.3111238237
767	0.311041564
768	0.3109932939
769	0.3109157221
770	0.3108221692
771	0.3107101584
772	0.3106023246
773	0.3104839274
774	0.310350054
775	0.3102379526
776	0.3101936201
777	0.310084615
778	0.3099253431
779	0.3097869396
780	0.3096333099
781	0.3095444333
782	0.3093947158
783	0.3093050045
784	0.3091897464
785	0.3091067665
786	0.3089927994
787	0.3089520189
788	0.3087750643
789	0.3086848031
790	0.3084996714
791	0.3084035264
792	0.3082596756
793	0.30818041
794	0.3081097752
795	0.308030651
796	0.307909937
797	0.3078678147
798	0.3077312148
799	0.3076129878
800	0.3075212876
801	0.3073905749
802	0.3072802605
803	0.3071228502
804	0.3070143591
805	0.306902773
806	0.3068049771
807	0.3067277763
808	0.3066500296
809	0.3065254269
810	0.3064811198
811	0.3063557128
812	0.3062474237
813	0.3061635744
814	0.3060784283
815	0.3060378018
816	0.3059090186
817	0.3058286134
818	0.3057892219
819	0.3056278268
820	0.305581269
821	0.3055450854
822	0.3054382289
823	0.3053270848
824	0.3052854861
825	0.3052469893
826	0.3051718775
827	0.3050983937
828	0.305030404
829	0.3049558433
830	0.3048623894
831	0.3048093073
832	0.304640104
833	0.3045595737
834	0.3044301001
835	0.3043308246
836	0.304245813
837	0.3041196709
838	0.3040877339
839	0.3039829728
840	0.3038857744
841	0.3037955072
842	0.3037254855
843	0.3035740178
844	0.3034956658
845	0.3033934129
846	0.3032722106
847	0.3031329602
848	0.3030196878
849	0.3028792146
850	0.3028061227
851	0.3027135665
852	0.3026670617
853	0.3026319387
854	0.3025598952
855	0.3024810246
856	0.3023468565
857	0.3022737763
858	0.3021248809
859	0.3020994681
860	0.3020292565
861	0.3019446237
862	0.3018744566
863	0.301809189
864	0.3017145192
865	0.3016784902
866	0.3016140597
867	0.3015541655
868	0.3014155837
869	0.3013509533
870	0.3013265155
871	0.3012907198
872	0.3011580088
873	0.3010544185
874	0.3009505741
875	0.3008688498
876	0.3007519412
877	0.3006651903
878	0.300597394
879	0.3005009779
880	0.3003508047
881	0.3001813367
882	0.300026176
883	0.2999357021
884	0.2998465295
885	0.2997449838
886	0.2995961034
887	0.2995624983
888	0.2995210955
889	0.2993447286
890	0.2992701645
891	0.2992353024
892	0.2991269474
893	0.2990931499
894	0.2990213167
895	0.2989883045
896	0.2988912183
897	0.2987882595
898	0.2986862046
899	0.2985872295
900	0.2984529724
901	0.2983913113
902	0.2982665568
903	0.2981589578
904	0.2980989717
905	0.2980336807
906	0.2979811851
907	0.2978725356
908	0.2977910934
909	0.2976504508
910	0.2975892171
911	0.297548152
912	0.2974796649
913	0.2973753183
914	0.2972622025
915	0.2972150135
916	0.2971838236
917	0.2970756152
918	0.2970428143
919	0.2969282267
920	0.2968710561
921	0.2968410681
922	0.2967413365
923	0.2966502035
924	0.2965431421
925	0.2964587517
926	0.2963704176
927	0.2962735384
928	0.2961609579
929	0.2960653695
930	0.2959075374
931	0.2958169045
932	0.2957779597
933	0.2956481336
934	0.2955261454
935	0.295457364
936	0.2953510721
937	0.2952416195
938	0.2951546379
939	0.2950957736
940	0.2950124065
941	0.2948961364
942	0.2948007822
943	0.2947040876
944	0.2946366367
945	0.294562344
946	0.2944678951
947	0.2944044587
948	0.2943033442
949	0.2942395774
950	0.2940887084
951	0.2939551908
952	0.2938252553
953	0.2937589871
954	0.2936922342
955	0.293604396
956	0.293564704
957	0.2935552152
958	0.2934373843
959	0.2933603346
960	0.2932554995
961	0.2931590867
962	0.29307549
963	0.2929389224
964	0.292803057
965	0.2927252584
966	0.2926515927
967	0.292569908
968	0.2924409009
969	0.2922768264
970	0.2921865414
971	0.2921480924
972	0.2920475016
973	0.2919710856
974	0.2918878498
975	0.2918316539
976	0.2917759744
977	0.2917104712
978	0.2916470436
979	0.2915432397
980	0.2914989621
981	0.2914101551
982	0.2912807247
983	0.2911714759
984	0.2910743417
985	0.29101218
986	0.2908809076
987	0.2908519878
988	0.2907862518
989	0.2906620657
990	0.2906277268
991	0.2905666318
992	0.2904218406
993	0.2903299508
994	0.2901798742
995	0.2900729035
996	0.2899813472
997	0.2898442807
998	0.2897809276
999	0.2896771362
